No,Fields Name,Path,Type,Deskripsi,Status
438,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
439,inputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
440,outputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
441,chanDetectResult,ISAPI,XML Field,Technical parameter,FALSE
442,PasswordStatus,ISAPI,XML Field,Technical parameter,FALSE
443,id,ISAPI,XML Field,Technical parameter,FALSE
444,proxyProtocol,ISAPI,XML Field,Technical parameter,FALSE
445,addressingFormatType,ISAPI,XML Field,Technical parameter,FALSE
446,ipAddress,ISAPI,XML Field,Technical parameter,FALSE
447,managePortNo,ISAPI,XML Field,Technical parameter,FALSE
448,srcInputPort,ISAPI,XML Field,Technical parameter,FALSE
449,userName,ISAPI,XML Field,Technical parameter,FALSE
450,streamType,ISAPI,XML Field,Technical parameter,FALSE
451,online,ISAPI,XML Field,Technical parameter,FALSE
452,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
453,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
454,inputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
455,outputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
456,chanDetectResult,ISAPI,XML Field,Technical parameter,FALSE
457,PasswordStatus,ISAPI,XML Field,Technical parameter,FALSE
458,id,ISAPI,XML Field,Technical parameter,FALSE
459,proxyProtocol,ISAPI,XML Field,Technical parameter,FALSE
460,addressingFormatType,ISAPI,XML Field,Technical parameter,FALSE
461,ipAddress,ISAPI,XML Field,Technical parameter,FALSE
462,managePortNo,ISAPI,XML Field,Technical parameter,FALSE
463,srcInputPort,ISAPI,XML Field,Technical parameter,FALSE
464,userName,ISAPI,XML Field,Technical parameter,FALSE
465,streamType,ISAPI,XML Field,Technical parameter,FALSE
466,online,ISAPI,XML Field,Technical parameter,FALSE
467,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
468,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
469,inputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
470,outputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
471,chanDetectResult,ISAPI,XML Field,Technical parameter,FALSE
472,PasswordStatus,ISAPI,XML Field,Technical parameter,FALSE
473,id,ISAPI,XML Field,Technical parameter,FALSE
474,proxyProtocol,ISAPI,XML Field,Technical parameter,FALSE
475,addressingFormatType,ISAPI,XML Field,Technical parameter,FALSE
476,ipAddress,ISAPI,XML Field,Technical parameter,FALSE
477,managePortNo,ISAPI,XML Field,Technical parameter,FALSE
478,srcInputPort,ISAPI,XML Field,Technical parameter,FALSE
479,userName,ISAPI,XML Field,Technical parameter,FALSE
480,streamType,ISAPI,XML Field,Technical parameter,FALSE
481,online,ISAPI,XML Field,Technical parameter,FALSE
482,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
483,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
484,inputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
485,outputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
486,chanDetectResult,ISAPI,XML Field,Technical parameter,FALSE
487,PasswordStatus,ISAPI,XML Field,Technical parameter,FALSE
488,id,ISAPI,XML Field,Technical parameter,FALSE
489,proxyProtocol,ISAPI,XML Field,Technical parameter,FALSE
490,addressingFormatType,ISAPI,XML Field,Technical parameter,FALSE
491,ipAddress,ISAPI,XML Field,Technical parameter,FALSE
492,managePortNo,ISAPI,XML Field,Technical parameter,FALSE
493,srcInputPort,ISAPI,XML Field,Technical parameter,FALSE
494,userName,ISAPI,XML Field,Technical parameter,FALSE
495,streamType,ISAPI,XML Field,Technical parameter,FALSE
496,online,ISAPI,XML Field,Technical parameter,FALSE
497,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
498,streamingProxyChannelId,ISAPI,XML Field,Technical parameter,FALSE
499,inputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
500,outputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
501,chanDetectResult,ISAPI,XML Field,Technical parameter,FALSE
502,PasswordStatus,ISAPI,XML Field,Technical parameter,FALSE
503,id,ISAPI,XML Field,Technical parameter,FALSE
504,proxyProtocol,ISAPI,XML Field,Technical parameter,FALSE
505,addressingFormatType,ISAPI,XML Field,Technical parameter,FALSE
506,ipAddress,ISAPI,XML Field,Technical parameter,FALSE
507,managePortNo,ISAPI,XML Field,Technical parameter,FALSE
508,srcInputPort,ISAPI,XML Field,Technical parameter,FALSE
509,userName,ISAPI,XML Field,Technical parameter,FALSE
510,streamType,ISAPI,XML Field,Technical parameter,FALSE
511,online,ISAPI,XML Field,Technical parameter,FALSE
512,streamingProxyChannelIdList,ISAPI,XML Field,Technical parameter,FALSE
513,inputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
514,outputProxyPortIdList,ISAPI,XML Field,Technical parameter,FALSE
515,chanDetectResult,ISAPI,XML Field,Technical parameter,FALSE
516,PasswordStatus,ISAPI,XML Field,Technical parameter,FALSE
