No,Fields Name,OID,Type,Deskripsi,Status
1470,74,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.74,Unknown,System metric,FALSE
1471,75,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.75,Unknown,System metric,FALSE
1472,78,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.78,Unknown,System metric,FALSE
1473,83,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.83,Unknown,System metric,FALSE
1474,84,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.84,Unknown,System metric,FALSE
1475,85,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.85,Unknown,System metric,FALSE
1476,86,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.86,Unknown,System metric,FALSE
1477,87,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.87,Unknown,System metric,FALSE
1478,96,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.96,Unknown,System metric,FALSE
1479,99,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.99,Unknown,System metric,FALSE
1480,100,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.100,Unknown,System metric,FALSE
1481,101,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.101,Unknown,System metric,FALSE
1482,102,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.102,Unknown,System metric,FALSE
1483,103,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.103,Unknown,System metric,FALSE
1484,104,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.104,Unknown,System metric,FALSE
1485,106,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.106,Unknown,System metric,FALSE
1486,107,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.107,Unknown,System metric,FALSE
1487,110,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.110,Unknown,System metric,FALSE
1488,111,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.111,Unknown,System metric,FALSE
1489,113,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.113,Unknown,System metric,FALSE
1490,115,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.115,Unknown,System metric,FALSE
1491,117,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.117,Unknown,System metric,FALSE
1492,123,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.123,Unknown,System metric,FALSE
1493,126,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.126,Unknown,System metric,FALSE
1494,128,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.128,Unknown,System metric,FALSE
1495,130,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.130,Unknown,System metric,FALSE
1496,134,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.134,Unknown,System metric,FALSE
1497,136,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.136,Unknown,System metric,FALSE
1498,146,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.146,Unknown,System metric,FALSE
1499,147,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.147,Unknown,System metric,FALSE
1500,150,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.150,Unknown,System metric,FALSE
1501,156,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.156,Unknown,System metric,FALSE
1502,166,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.166,Unknown,System metric,FALSE
1503,168,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.168,Unknown,System metric,FALSE
1504,170,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.170,Unknown,System metric,FALSE
1505,171,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.171,Unknown,System metric,FALSE
1506,179,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.179,Unknown,System metric,FALSE
1507,183,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.183,Unknown,System metric,FALSE
1508,189,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.189,Unknown,System metric,FALSE
1509,199,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.199,Unknown,System metric,FALSE
1510,200,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.200,Unknown,System metric,FALSE
1511,203,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.203,Unknown,System metric,FALSE
1512,227,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.227,Unknown,System metric,FALSE
1513,246,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.246,Unknown,System metric,FALSE
1514,254,iso.3.6.1.2.1.4.22.1.2.3.192.168.1.254,Hex-STRING,System metric,FALSE
1515,94,iso.3.6.1.2.1.4.22.1.2.30.169.254.48.94,Hex-STRING,System metric,FALSE
1516,25,iso.3.6.1.2.1.4.22.1.2.30.169.254.99.25,Hex-STRING,System metric,FALSE
1517,7,iso.3.6.1.2.1.4.22.1.2.30.169.254.143.7,Hex-STRING,System metric,FALSE
1518,152,iso.3.6.1.2.1.4.22.1.2.30.169.254.159.152,Hex-STRING,System metric,FALSE
1519,224,iso.3.6.1.2.1.4.22.1.2.30.169.254.220.224,Hex-STRING,System metric,FALSE
1520,248,iso.3.6.1.2.1.4.22.1.2.30.169.254.226.248,Hex-STRING,System metric,FALSE
1521,1,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.1,Unknown,System metric,FALSE
1522,2,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.2,Unknown,System metric,FALSE
1523,3,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.3,Hex-STRING,System metric,FALSE
1524,4,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.4,Unknown,System metric,FALSE
1525,6,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.6,Unknown,System metric,FALSE
1526,7,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.7,Unknown,System metric,FALSE
1527,8,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.8,Unknown,System metric,FALSE
1528,9,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.9,Unknown,System metric,FALSE
1529,10,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.10,Hex-STRING,System metric,FALSE
1530,11,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.11,Hex-STRING,System metric,FALSE
1531,12,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.12,Hex-STRING,System metric,FALSE
1532,13,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.13,Hex-STRING,System metric,FALSE
1533,14,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.14,Hex-STRING,System metric,FALSE
1534,15,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.15,Hex-STRING,System metric,FALSE
1535,16,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.16,STRING,System metric,FALSE
1536,17,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.17,STRING,System metric,FALSE
1537,18,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.18,Hex-STRING,System metric,FALSE
1538,19,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.19,Hex-STRING,System metric,FALSE
1539,20,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.20,Hex-STRING,System metric,FALSE
1540,23,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.23,Unknown,System metric,FALSE
1541,24,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.24,Unknown,System metric,FALSE
1542,25,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.25,Unknown,System metric,FALSE
1543,27,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.27,Unknown,System metric,FALSE
1544,28,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.28,Unknown,System metric,FALSE
1545,29,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.29,Unknown,System metric,FALSE
1546,31,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.31,Unknown,System metric,FALSE
1547,35,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.35,Hex-STRING,System metric,FALSE
1548,37,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.37,Unknown,System metric,FALSE
1549,39,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.39,Unknown,System metric,FALSE
1550,42,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.42,Hex-STRING,System metric,FALSE
1551,47,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.47,Unknown,System metric,FALSE
1552,48,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.48,Unknown,System metric,FALSE
1553,49,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.49,Hex-STRING,System metric,FALSE
1554,51,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.51,Unknown,System metric,FALSE
1555,52,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.52,Hex-STRING,System metric,FALSE
1556,54,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.54,Hex-STRING,System metric,FALSE
1557,55,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.55,Unknown,System metric,FALSE
1558,56,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.56,Unknown,System metric,FALSE
1559,60,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.60,Unknown,System metric,FALSE
1560,63,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.63,Unknown,System metric,FALSE
1561,73,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.73,Unknown,System metric,FALSE
1562,76,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.76,Unknown,System metric,FALSE
1563,79,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.79,Unknown,System metric,FALSE
1564,81,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.81,Hex-STRING,System metric,FALSE
1565,88,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.88,Hex-STRING,System metric,FALSE
1566,95,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.95,Hex-STRING,System metric,FALSE
1567,100,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.100,Unknown,System metric,FALSE
1568,102,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.102,Unknown,System metric,FALSE
1569,105,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.105,Hex-STRING,System metric,FALSE
1570,111,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.111,Hex-STRING,System metric,FALSE
1571,113,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.113,Unknown,System metric,FALSE
1572,117,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.117,Unknown,System metric,FALSE
1573,118,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.118,Unknown,System metric,FALSE
1574,119,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.119,Unknown,System metric,FALSE
1575,121,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.121,Hex-STRING,System metric,FALSE
1576,124,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.124,Hex-STRING,System metric,FALSE
1577,128,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.128,Hex-STRING,System metric,FALSE
1578,132,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.132,Hex-STRING,System metric,FALSE
1579,133,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.133,Hex-STRING,System metric,FALSE
1580,134,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.134,Unknown,System metric,FALSE
1581,140,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.140,Hex-STRING,System metric,FALSE
1582,141,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.141,Hex-STRING,System metric,FALSE
1583,142,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.142,Hex-STRING,System metric,FALSE
1584,143,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.143,Unknown,System metric,FALSE
1585,147,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.147,Unknown,System metric,FALSE
1586,148,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.148,Unknown,System metric,FALSE
1587,150,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.150,Unknown,System metric,FALSE
1588,152,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.152,Unknown,System metric,FALSE
1589,153,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.153,Unknown,System metric,FALSE
1590,159,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.159,Unknown,System metric,FALSE
1591,160,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.160,Hex-STRING,System metric,FALSE
1592,162,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.162,Hex-STRING,System metric,FALSE
1593,170,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.170,Hex-STRING,System metric,FALSE
1594,180,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.180,Unknown,System metric,FALSE
1595,182,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.182,Hex-STRING,System metric,FALSE
1596,189,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.189,Unknown,System metric,FALSE
1597,197,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.197,Unknown,System metric,FALSE
1598,200,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.200,Hex-STRING,System metric,FALSE
1599,209,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.209,Unknown,System metric,FALSE
1600,213,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.213,Unknown,System metric,FALSE
1601,214,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.214,Unknown,System metric,FALSE
1602,215,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.215,Unknown,System metric,FALSE
1603,216,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.216,Hex-STRING,System metric,FALSE
1604,224,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.224,Unknown,System metric,FALSE
1605,230,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.230,Hex-STRING,System metric,FALSE
1606,232,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.232,Unknown,System metric,FALSE
1607,237,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.237,Unknown,System metric,FALSE
1608,241,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.241,Hex-STRING,System metric,FALSE
1609,244,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.244,Unknown,System metric,FALSE
1610,246,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.246,Unknown,System metric,FALSE
1611,251,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.251,Hex-STRING,System metric,FALSE
1612,252,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.252,Hex-STRING,System metric,FALSE
1613,254,iso.3.6.1.2.1.4.22.1.2.30.192.168.100.254,Hex-STRING,System metric,FALSE
1614,2,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.2,Unknown,System metric,FALSE
1615,8,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.8,Unknown,System metric,FALSE
1616,10,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.10,Hex-STRING,System metric,FALSE
1617,26,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.26,Hex-STRING,System metric,FALSE
1618,29,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.29,Hex-STRING,System metric,FALSE
1619,44,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.44,Hex-STRING,System metric,FALSE
1620,65,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.65,Hex-STRING,System metric,FALSE
1621,70,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.70,Unknown,System metric,FALSE
1622,73,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.73,Hex-STRING,System metric,FALSE
1623,76,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.76,Unknown,System metric,FALSE
1624,83,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.83,Unknown,System metric,FALSE
1625,85,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.85,Unknown,System metric,FALSE
1626,92,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.92,Hex-STRING,System metric,FALSE
1627,93,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.93,Hex-STRING,System metric,FALSE
1628,94,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.94,Hex-STRING,System metric,FALSE
1629,111,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.111,Hex-STRING,System metric,FALSE
1630,123,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.123,Hex-STRING,System metric,FALSE
1631,130,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.130,Hex-STRING,System metric,FALSE
1632,147,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.147,Hex-STRING,System metric,FALSE
1633,149,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.149,Hex-STRING,System metric,FALSE
1634,171,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.171,Hex-STRING,System metric,FALSE
1635,173,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.173,Hex-STRING,System metric,FALSE
1636,204,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.204,Hex-STRING,System metric,FALSE
1637,222,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.222,Hex-STRING,System metric,FALSE
1638,225,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.225,Hex-STRING,System metric,FALSE
1639,231,iso.3.6.1.2.1.4.22.1.2.30.192.168.101.231,Hex-STRING,System metric,FALSE
1640,2,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.2,Hex-STRING,System metric,FALSE
1641,3,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.3,Hex-STRING,System metric,FALSE
1642,4,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.4,Hex-STRING,System metric,FALSE
1643,5,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.5,Hex-STRING,System metric,FALSE
1644,6,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.6,STRING,System metric,FALSE
1645,10,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.10,Hex-STRING,System metric,FALSE
1646,11,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.11,Hex-STRING,System metric,FALSE
1647,12,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.12,Hex-STRING,System metric,FALSE
1648,13,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.13,Hex-STRING,System metric,FALSE
1649,14,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.14,Hex-STRING,System metric,FALSE
1650,15,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.15,Hex-STRING,System metric,FALSE
1651,21,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.21,Hex-STRING,System metric,FALSE
1652,22,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.22,Unknown,System metric,FALSE
1653,101,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.101,Unknown,System metric,FALSE
1654,105,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.105,Hex-STRING,System metric,FALSE
1655,106,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.106,Hex-STRING,System metric,FALSE
1656,107,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.107,Hex-STRING,System metric,FALSE
1657,108,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.108,Hex-STRING,System metric,FALSE
1658,109,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.109,Hex-STRING,System metric,FALSE
1659,110,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.110,Hex-STRING,System metric,FALSE
1660,111,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.111,Hex-STRING,System metric,FALSE
1661,175,iso.3.6.1.2.1.4.22.1.2.31.10.50.0.175,Unknown,System metric,FALSE
1662,49,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.49,Unknown,System metric,FALSE
1663,62,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.62,Unknown,System metric,FALSE
1664,68,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.68,Hex-STRING,System metric,FALSE
1665,70,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.70,Unknown,System metric,FALSE
1666,85,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.85,Hex-STRING,System metric,FALSE
1667,86,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.86,Unknown,System metric,FALSE
1668,95,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.95,Unknown,System metric,FALSE
1669,96,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.96,Hex-STRING,System metric,FALSE
1670,102,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.102,Unknown,System metric,FALSE
1671,106,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.106,Hex-STRING,System metric,FALSE
1672,107,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.107,Hex-STRING,System metric,FALSE
1673,108,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.108,Hex-STRING,System metric,FALSE
1674,110,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.110,Hex-STRING,System metric,FALSE
1675,129,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.129,Hex-STRING,System metric,FALSE
1676,137,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.137,Unknown,System metric,FALSE
1677,141,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.141,Hex-STRING,System metric,FALSE
1678,149,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.149,Unknown,System metric,FALSE
1679,152,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.152,Hex-STRING,System metric,FALSE
1680,154,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.154,Unknown,System metric,FALSE
1681,156,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.156,Unknown,System metric,FALSE
1682,158,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.158,Unknown,System metric,FALSE
1683,159,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.159,Unknown,System metric,FALSE
1684,163,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.163,Unknown,System metric,FALSE
1685,169,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.169,Hex-STRING,System metric,FALSE
1686,173,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.173,Unknown,System metric,FALSE
1687,179,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.179,Unknown,System metric,FALSE
1688,183,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.183,Hex-STRING,System metric,FALSE
1689,185,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.185,Hex-STRING,System metric,FALSE
1690,188,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.188,Unknown,System metric,FALSE
1691,190,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.190,Unknown,System metric,FALSE
1692,192,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.192,Hex-STRING,System metric,FALSE
1693,206,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.206,Unknown,System metric,FALSE
1694,207,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.207,Hex-STRING,System metric,FALSE
1695,214,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.214,Hex-STRING,System metric,FALSE
1696,215,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.215,Hex-STRING,System metric,FALSE
1697,229,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.229,Unknown,System metric,FALSE
1698,231,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.231,Unknown,System metric,FALSE
1699,235,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.235,Unknown,System metric,FALSE
1700,240,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.240,Unknown,System metric,FALSE
1701,244,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.244,Hex-STRING,System metric,FALSE
1702,245,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.245,Hex-STRING,System metric,FALSE
1703,255,iso.3.6.1.2.1.4.22.1.2.32.192.168.110.255,Hex-STRING,System metric,FALSE
1704,3,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.3,Unknown,System metric,FALSE
1705,23,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.23,Unknown,System metric,FALSE
1706,24,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.24,Hex-STRING,System metric,FALSE
1707,38,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.38,Unknown,System metric,FALSE
1708,43,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.43,Hex-STRING,System metric,FALSE
1709,44,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.44,Hex-STRING,System metric,FALSE
1710,46,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.46,Hex-STRING,System metric,FALSE
1711,50,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.50,Hex-STRING,System metric,FALSE
1712,52,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.52,Hex-STRING,System metric,FALSE
1713,57,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.57,Hex-STRING,System metric,FALSE
1714,58,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.58,Hex-STRING,System metric,FALSE
1715,59,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.59,Hex-STRING,System metric,FALSE
1716,60,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.60,Hex-STRING,System metric,FALSE
1717,72,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.72,Hex-STRING,System metric,FALSE
1718,100,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.100,Hex-STRING,System metric,FALSE
1719,106,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.106,Hex-STRING,System metric,FALSE
1720,107,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.107,Unknown,System metric,FALSE
1721,125,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.125,Unknown,System metric,FALSE
1722,127,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.127,Unknown,System metric,FALSE
1723,130,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.130,Unknown,System metric,FALSE
1724,132,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.132,Hex-STRING,System metric,FALSE
1725,134,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.134,Unknown,System metric,FALSE
1726,137,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.137,Unknown,System metric,FALSE
1727,152,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.152,Unknown,System metric,FALSE
1728,153,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.153,Unknown,System metric,FALSE
1729,164,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.164,Hex-STRING,System metric,FALSE
1730,165,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.165,Hex-STRING,System metric,FALSE
1731,179,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.179,Hex-STRING,System metric,FALSE
1732,185,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.185,Hex-STRING,System metric,FALSE
1733,187,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.187,Unknown,System metric,FALSE
1734,199,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.199,Unknown,System metric,FALSE
1735,218,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.218,Hex-STRING,System metric,FALSE
1736,221,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.221,Unknown,System metric,FALSE
1737,222,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.222,Hex-STRING,System metric,FALSE
1738,223,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.223,Unknown,System metric,FALSE
1739,243,iso.3.6.1.2.1.4.22.1.2.32.192.168.111.243,Unknown,System metric,FALSE
1740,20,iso.3.6.1.2.1.4.22.1.2.33.10.70.0.20,Hex-STRING,System metric,FALSE
1741,21,iso.3.6.1.2.1.4.22.1.2.33.10.70.0.21,Hex-STRING,System metric,FALSE
