No,Fields Name,OID,Type,Deskripsi,Status
1,0,iso.0.8802.1.1.2.1.3.3.0,STRING,System metric,FALSE
2,0,iso.0.8802.1.1.2.1.3.4.0,STRING,System metric,FALSE
3,0,iso.0.8802.1.1.2.1.3.5.0,STRING,System metric,FALSE
4,0,iso.0.8802.1.1.2.1.3.6.0,STRING,System metric,FALSE
5,1,iso.0.8802.1.1.2.1.3.7.1.2.1,INTEGER,System metric,FALSE
6,alarm_table` (walk),iso.0.8802.1.1.2.1.3.7.1.2.2,INTEGER,Each active alarm: ID + description,FALSE
7,3,iso.0.8802.1.1.2.1.3.7.1.2.3,INTEGER,System metric,FALSE
8,4,iso.0.8802.1.1.2.1.3.7.1.2.4,INTEGER,System metric,FALSE
9,5,iso.0.8802.1.1.2.1.3.7.1.2.5,INTEGER,System metric,FALSE
10,6,iso.0.8802.1.1.2.1.3.7.1.2.6,INTEGER,System metric,FALSE
11,7,iso.0.8802.1.1.2.1.3.7.1.2.7,INTEGER,System metric,FALSE
12,8,iso.0.8802.1.1.2.1.3.7.1.2.8,INTEGER,System metric,FALSE
13,9,iso.0.8802.1.1.2.1.3.7.1.2.9,INTEGER,System metric,FALSE
14,10,iso.0.8802.1.1.2.1.3.7.1.2.10,INTEGER,System metric,FALSE
15,11,iso.0.8802.1.1.2.1.3.7.1.2.11,INTEGER,System metric,FALSE
16,12,iso.0.8802.1.1.2.1.3.7.1.2.12,INTEGER,System metric,FALSE
17,13,iso.0.8802.1.1.2.1.3.7.1.2.13,INTEGER,System metric,FALSE
18,14,iso.0.8802.1.1.2.1.3.7.1.2.14,INTEGER,System metric,FALSE
19,15,iso.0.8802.1.1.2.1.3.7.1.2.15,INTEGER,System metric,FALSE
20,16,iso.0.8802.1.1.2.1.3.7.1.2.16,INTEGER,System metric,FALSE
21,17,iso.0.8802.1.1.2.1.3.7.1.2.17,INTEGER,System metric,FALSE
22,18,iso.0.8802.1.1.2.1.3.7.1.2.18,INTEGER,System metric,FALSE
23,26,iso.0.8802.1.1.2.1.3.7.1.2.26,INTEGER,System metric,FALSE
24,28,iso.0.8802.1.1.2.1.3.7.1.2.28,INTEGER,System metric,FALSE
25,30,iso.0.8802.1.1.2.1.3.7.1.2.30,INTEGER,System metric,FALSE
26,31,iso.0.8802.1.1.2.1.3.7.1.2.31,INTEGER,System metric,FALSE
27,32,iso.0.8802.1.1.2.1.3.7.1.2.32,INTEGER,System metric,FALSE
28,33,iso.0.8802.1.1.2.1.3.7.1.2.33,INTEGER,System metric,FALSE
29,34,iso.0.8802.1.1.2.1.3.7.1.2.34,INTEGER,System metric,FALSE
30,35,iso.0.8802.1.1.2.1.3.7.1.2.35,INTEGER,System metric,FALSE
31,36,iso.0.8802.1.1.2.1.3.7.1.2.36,INTEGER,System metric,FALSE
32,41,iso.0.8802.1.1.2.1.3.7.1.2.41,INTEGER,System metric,FALSE
33,43,iso.0.8802.1.1.2.1.3.7.1.2.43,INTEGER,System metric,FALSE
34,45,iso.0.8802.1.1.2.1.3.7.1.2.45,INTEGER,System metric,FALSE
35,1,iso.0.8802.1.1.2.1.3.7.1.3.1,STRING,System metric,FALSE
36,2,iso.0.8802.1.1.2.1.3.7.1.3.2,STRING,System metric,FALSE
37,3,iso.0.8802.1.1.2.1.3.7.1.3.3,STRING,System metric,FALSE
38,4,iso.0.8802.1.1.2.1.3.7.1.3.4,STRING,System metric,FALSE
39,5,iso.0.8802.1.1.2.1.3.7.1.3.5,STRING,System metric,FALSE
40,6,iso.0.8802.1.1.2.1.3.7.1.3.6,STRING,System metric,FALSE
41,7,iso.0.8802.1.1.2.1.3.7.1.3.7,STRING,System metric,FALSE
42,8,iso.0.8802.1.1.2.1.3.7.1.3.8,STRING,System metric,FALSE
43,9,iso.0.8802.1.1.2.1.3.7.1.3.9,STRING,System metric,FALSE
44,10,iso.0.8802.1.1.2.1.3.7.1.3.10,STRING,System metric,FALSE
45,11,iso.0.8802.1.1.2.1.3.7.1.3.11,STRING,System metric,FALSE
46,12,iso.0.8802.1.1.2.1.3.7.1.3.12,STRING,System metric,FALSE
47,13,iso.0.8802.1.1.2.1.3.7.1.3.13,STRING,System metric,FALSE
48,14,iso.0.8802.1.1.2.1.3.7.1.3.14,STRING,System metric,FALSE
49,15,iso.0.8802.1.1.2.1.3.7.1.3.15,STRING,System metric,FALSE
50,16,iso.0.8802.1.1.2.1.3.7.1.3.16,STRING,System metric,FALSE
51,17,iso.0.8802.1.1.2.1.3.7.1.3.17,STRING,System metric,FALSE
52,18,iso.0.8802.1.1.2.1.3.7.1.3.18,STRING,System metric,FALSE
53,26,iso.0.8802.1.1.2.1.3.7.1.3.26,STRING,System metric,FALSE
54,28,iso.0.8802.1.1.2.1.3.7.1.3.28,STRING,System metric,FALSE
55,30,iso.0.8802.1.1.2.1.3.7.1.3.30,STRING,System metric,FALSE
56,31,iso.0.8802.1.1.2.1.3.7.1.3.31,STRING,System metric,FALSE
57,32,iso.0.8802.1.1.2.1.3.7.1.3.32,STRING,System metric,FALSE
58,33,iso.0.8802.1.1.2.1.3.7.1.3.33,STRING,System metric,FALSE
59,34,iso.0.8802.1.1.2.1.3.7.1.3.34,STRING,System metric,FALSE
60,35,iso.0.8802.1.1.2.1.3.7.1.3.35,STRING,System metric,FALSE
61,36,iso.0.8802.1.1.2.1.3.7.1.3.36,STRING,System metric,FALSE
62,41,iso.0.8802.1.1.2.1.3.7.1.3.41,STRING,System metric,FALSE
63,43,iso.0.8802.1.1.2.1.3.7.1.3.43,STRING,System metric,FALSE
64,45,iso.0.8802.1.1.2.1.3.7.1.3.45,STRING,System metric,FALSE
65,1,iso.0.8802.1.1.2.1.3.7.1.4.1,STRING,System metric,FALSE
66,2,iso.0.8802.1.1.2.1.3.7.1.4.2,STRING,System metric,FALSE
67,3,iso.0.8802.1.1.2.1.3.7.1.4.3,STRING,System metric,FALSE
68,4,iso.0.8802.1.1.2.1.3.7.1.4.4,STRING,System metric,FALSE
69,5,iso.0.8802.1.1.2.1.3.7.1.4.5,STRING,System metric,FALSE
70,6,iso.0.8802.1.1.2.1.3.7.1.4.6,STRING,System metric,FALSE
71,7,iso.0.8802.1.1.2.1.3.7.1.4.7,STRING,System metric,FALSE
72,8,iso.0.8802.1.1.2.1.3.7.1.4.8,STRING,System metric,FALSE
73,9,iso.0.8802.1.1.2.1.3.7.1.4.9,STRING,System metric,FALSE
74,10,iso.0.8802.1.1.2.1.3.7.1.4.10,STRING,System metric,FALSE
75,11,iso.0.8802.1.1.2.1.3.7.1.4.11,STRING,System metric,FALSE
76,12,iso.0.8802.1.1.2.1.3.7.1.4.12,STRING,System metric,FALSE
77,13,iso.0.8802.1.1.2.1.3.7.1.4.13,STRING,System metric,FALSE
78,14,iso.0.8802.1.1.2.1.3.7.1.4.14,STRING,System metric,FALSE
79,15,iso.0.8802.1.1.2.1.3.7.1.4.15,STRING,System metric,FALSE
80,16,iso.0.8802.1.1.2.1.3.7.1.4.16,STRING,System metric,FALSE
81,17,iso.0.8802.1.1.2.1.3.7.1.4.17,STRING,System metric,FALSE
82,18,iso.0.8802.1.1.2.1.3.7.1.4.18,STRING,System metric,FALSE
83,26,iso.0.8802.1.1.2.1.3.7.1.4.26,STRING,System metric,FALSE
84,28,iso.0.8802.1.1.2.1.3.7.1.4.28,STRING,System metric,FALSE
85,30,iso.0.8802.1.1.2.1.3.7.1.4.30,STRING,System metric,FALSE
86,31,iso.0.8802.1.1.2.1.3.7.1.4.31,STRING,System metric,FALSE
87,32,iso.0.8802.1.1.2.1.3.7.1.4.32,STRING,System metric,FALSE
88,33,iso.0.8802.1.1.2.1.3.7.1.4.33,STRING,System metric,FALSE
89,34,iso.0.8802.1.1.2.1.3.7.1.4.34,STRING,System metric,FALSE
90,35,iso.0.8802.1.1.2.1.3.7.1.4.35,STRING,System metric,FALSE
91,36,iso.0.8802.1.1.2.1.3.7.1.4.36,STRING,System metric,FALSE
92,41,iso.0.8802.1.1.2.1.3.7.1.4.41,STRING,System metric,FALSE
93,43,iso.0.8802.1.1.2.1.3.7.1.4.43,STRING,System metric,FALSE
94,45,iso.0.8802.1.1.2.1.3.7.1.4.45,STRING,System metric,FALSE
95,872,iso.0.8802.1.1.2.1.4.1.1.4.0.2.872,INTEGER,System metric,FALSE
96,1,iso.0.8802.1.1.2.1.4.1.1.4.0.17.1,INTEGER,System metric,FALSE
97,3,iso.0.8802.1.1.2.1.4.1.1.4.0.18.3,INTEGER,System metric,FALSE
98,4,iso.0.8802.1.1.2.1.4.1.1.4.0.18.4,INTEGER,System metric,FALSE
99,5,iso.0.8802.1.1.2.1.4.1.1.4.0.18.5,INTEGER,System metric,FALSE
100,9,iso.0.8802.1.1.2.1.4.1.1.4.0.18.9,INTEGER,System metric,FALSE
101,13,iso.0.8802.1.1.2.1.4.1.1.4.0.18.13,INTEGER,System metric,FALSE
102,68,iso.0.8802.1.1.2.1.4.1.1.4.0.18.68,INTEGER,System metric,FALSE
103,69,iso.0.8802.1.1.2.1.4.1.1.4.0.18.69,INTEGER,System metric,FALSE
104,522,iso.0.8802.1.1.2.1.4.1.1.4.0.30.522,INTEGER,System metric,FALSE
105,944,iso.0.8802.1.1.2.1.4.1.1.4.0.30.944,INTEGER,System metric,FALSE
106,6,iso.0.8802.1.1.2.1.4.1.1.4.0.43.6,INTEGER,System metric,FALSE
107,70,iso.0.8802.1.1.2.1.4.1.1.4.0.43.70,INTEGER,System metric,FALSE
108,71,iso.0.8802.1.1.2.1.4.1.1.4.0.43.71,INTEGER,System metric,FALSE
109,339,iso.0.8802.1.1.2.1.4.1.1.4.0.43.339,INTEGER,System metric,FALSE
110,439,iso.0.8802.1.1.2.1.4.1.1.4.0.43.439,INTEGER,System metric,FALSE
111,617,iso.0.8802.1.1.2.1.4.1.1.4.0.43.617,INTEGER,System metric,FALSE
112,940,iso.0.8802.1.1.2.1.4.1.1.4.0.43.940,INTEGER,System metric,FALSE
113,941,iso.0.8802.1.1.2.1.4.1.1.4.0.43.941,INTEGER,System metric,FALSE
114,945,iso.0.8802.1.1.2.1.4.1.1.4.0.43.945,INTEGER,System metric,FALSE
115,872,iso.0.8802.1.1.2.1.4.1.1.5.0.2.872,STRING,System metric,FALSE
116,1,iso.0.8802.1.1.2.1.4.1.1.5.0.17.1,STRING,System metric,FALSE
117,3,iso.0.8802.1.1.2.1.4.1.1.5.0.18.3,STRING,System metric,FALSE
118,4,iso.0.8802.1.1.2.1.4.1.1.5.0.18.4,STRING,System metric,FALSE
119,5,iso.0.8802.1.1.2.1.4.1.1.5.0.18.5,STRING,System metric,FALSE
120,9,iso.0.8802.1.1.2.1.4.1.1.5.0.18.9,STRING,System metric,FALSE
121,13,iso.0.8802.1.1.2.1.4.1.1.5.0.18.13,STRING,System metric,FALSE
122,68,iso.0.8802.1.1.2.1.4.1.1.5.0.18.68,STRING,System metric,FALSE
123,69,iso.0.8802.1.1.2.1.4.1.1.5.0.18.69,STRING,System metric,FALSE
124,522,iso.0.8802.1.1.2.1.4.1.1.5.0.30.522,STRING,System metric,FALSE
125,944,iso.0.8802.1.1.2.1.4.1.1.5.0.30.944,STRING,System metric,FALSE
126,6,iso.0.8802.1.1.2.1.4.1.1.5.0.43.6,STRING,System metric,FALSE
127,70,iso.0.8802.1.1.2.1.4.1.1.5.0.43.70,STRING,System metric,FALSE
128,71,iso.0.8802.1.1.2.1.4.1.1.5.0.43.71,STRING,System metric,FALSE
129,339,iso.0.8802.1.1.2.1.4.1.1.5.0.43.339,STRING,System metric,FALSE
130,439,iso.0.8802.1.1.2.1.4.1.1.5.0.43.439,STRING,System metric,FALSE
131,617,iso.0.8802.1.1.2.1.4.1.1.5.0.43.617,STRING,System metric,FALSE
132,940,iso.0.8802.1.1.2.1.4.1.1.5.0.43.940,STRING,System metric,FALSE
133,941,iso.0.8802.1.1.2.1.4.1.1.5.0.43.941,STRING,System metric,FALSE
134,945,iso.0.8802.1.1.2.1.4.1.1.5.0.43.945,STRING,System metric,FALSE
135,872,iso.0.8802.1.1.2.1.4.1.1.6.0.2.872,INTEGER,System metric,FALSE
136,1,iso.0.8802.1.1.2.1.4.1.1.6.0.17.1,INTEGER,System metric,FALSE
137,3,iso.0.8802.1.1.2.1.4.1.1.6.0.18.3,INTEGER,System metric,FALSE
138,4,iso.0.8802.1.1.2.1.4.1.1.6.0.18.4,INTEGER,System metric,FALSE
139,5,iso.0.8802.1.1.2.1.4.1.1.6.0.18.5,INTEGER,System metric,FALSE
140,9,iso.0.8802.1.1.2.1.4.1.1.6.0.18.9,INTEGER,System metric,FALSE
141,13,iso.0.8802.1.1.2.1.4.1.1.6.0.18.13,INTEGER,System metric,FALSE
142,68,iso.0.8802.1.1.2.1.4.1.1.6.0.18.68,INTEGER,System metric,FALSE
143,69,iso.0.8802.1.1.2.1.4.1.1.6.0.18.69,INTEGER,System metric,FALSE
144,522,iso.0.8802.1.1.2.1.4.1.1.6.0.30.522,INTEGER,System metric,FALSE
145,944,iso.0.8802.1.1.2.1.4.1.1.6.0.30.944,INTEGER,System metric,FALSE
146,6,iso.0.8802.1.1.2.1.4.1.1.6.0.43.6,INTEGER,System metric,FALSE
147,70,iso.0.8802.1.1.2.1.4.1.1.6.0.43.70,INTEGER,System metric,FALSE
148,71,iso.0.8802.1.1.2.1.4.1.1.6.0.43.71,INTEGER,System metric,FALSE
149,339,iso.0.8802.1.1.2.1.4.1.1.6.0.43.339,INTEGER,System metric,FALSE
150,439,iso.0.8802.1.1.2.1.4.1.1.6.0.43.439,INTEGER,System metric,FALSE
151,617,iso.0.8802.1.1.2.1.4.1.1.6.0.43.617,INTEGER,System metric,FALSE
152,940,iso.0.8802.1.1.2.1.4.1.1.6.0.43.940,INTEGER,System metric,FALSE
153,941,iso.0.8802.1.1.2.1.4.1.1.6.0.43.941,INTEGER,System metric,FALSE
154,945,iso.0.8802.1.1.2.1.4.1.1.6.0.43.945,INTEGER,System metric,FALSE
155,872,iso.0.8802.1.1.2.1.4.1.1.7.0.2.872,STRING,System metric,FALSE
156,1,iso.0.8802.1.1.2.1.4.1.1.7.0.17.1,STRING,System metric,FALSE
157,3,iso.0.8802.1.1.2.1.4.1.1.7.0.18.3,STRING,System metric,FALSE
158,4,iso.0.8802.1.1.2.1.4.1.1.7.0.18.4,STRING,System metric,FALSE
159,5,iso.0.8802.1.1.2.1.4.1.1.7.0.18.5,STRING,System metric,FALSE
160,9,iso.0.8802.1.1.2.1.4.1.1.7.0.18.9,STRING,System metric,FALSE
161,13,iso.0.8802.1.1.2.1.4.1.1.7.0.18.13,STRING,System metric,FALSE
162,68,iso.0.8802.1.1.2.1.4.1.1.7.0.18.68,STRING,System metric,FALSE
163,69,iso.0.8802.1.1.2.1.4.1.1.7.0.18.69,STRING,System metric,FALSE
164,522,iso.0.8802.1.1.2.1.4.1.1.7.0.30.522,STRING,System metric,FALSE
165,944,iso.0.8802.1.1.2.1.4.1.1.7.0.30.944,Unknown,System metric,FALSE
166,6,iso.0.8802.1.1.2.1.4.1.1.7.0.43.6,STRING,System metric,FALSE
167,70,iso.0.8802.1.1.2.1.4.1.1.7.0.43.70,STRING,System metric,FALSE
168,71,iso.0.8802.1.1.2.1.4.1.1.7.0.43.71,STRING,System metric,FALSE
169,339,iso.0.8802.1.1.2.1.4.1.1.7.0.43.339,STRING,System metric,FALSE
170,439,iso.0.8802.1.1.2.1.4.1.1.7.0.43.439,Unknown,System metric,FALSE
171,617,iso.0.8802.1.1.2.1.4.1.1.7.0.43.617,STRING,System metric,FALSE
172,940,iso.0.8802.1.1.2.1.4.1.1.7.0.43.940,Unknown,System metric,FALSE
173,941,iso.0.8802.1.1.2.1.4.1.1.7.0.43.941,Unknown,System metric,FALSE
174,945,iso.0.8802.1.1.2.1.4.1.1.7.0.43.945,Unknown,System metric,FALSE
175,872,iso.0.8802.1.1.2.1.4.1.1.9.0.2.872,STRING,System metric,FALSE
176,1,iso.0.8802.1.1.2.1.4.1.1.9.0.17.1,STRING,System metric,FALSE
177,3,iso.0.8802.1.1.2.1.4.1.1.9.0.18.3,STRING,System metric,FALSE
178,4,iso.0.8802.1.1.2.1.4.1.1.9.0.18.4,STRING,System metric,FALSE
179,5,iso.0.8802.1.1.2.1.4.1.1.9.0.18.5,STRING,System metric,FALSE
180,9,iso.0.8802.1.1.2.1.4.1.1.9.0.18.9,STRING,System metric,FALSE
181,13,iso.0.8802.1.1.2.1.4.1.1.9.0.18.13,STRING,System metric,FALSE
182,68,iso.0.8802.1.1.2.1.4.1.1.9.0.18.68,STRING,System metric,FALSE
183,69,iso.0.8802.1.1.2.1.4.1.1.9.0.18.69,STRING,System metric,FALSE
184,522,iso.0.8802.1.1.2.1.4.1.1.9.0.30.522,STRING,System metric,FALSE
185,944,iso.0.8802.1.1.2.1.4.1.1.9.0.30.944,Unknown,System metric,FALSE
186,6,iso.0.8802.1.1.2.1.4.1.1.9.0.43.6,STRING,System metric,FALSE
187,70,iso.0.8802.1.1.2.1.4.1.1.9.0.43.70,STRING,System metric,FALSE
188,71,iso.0.8802.1.1.2.1.4.1.1.9.0.43.71,STRING,System metric,FALSE
189,339,iso.0.8802.1.1.2.1.4.1.1.9.0.43.339,STRING,System metric,FALSE
190,439,iso.0.8802.1.1.2.1.4.1.1.9.0.43.439,STRING,System metric,FALSE
191,617,iso.0.8802.1.1.2.1.4.1.1.9.0.43.617,STRING,System metric,FALSE
192,940,iso.0.8802.1.1.2.1.4.1.1.9.0.43.940,STRING,System metric,FALSE
193,941,iso.0.8802.1.1.2.1.4.1.1.9.0.43.941,STRING,System metric,FALSE
194,945,iso.0.8802.1.1.2.1.4.1.1.9.0.43.945,STRING,System metric,FALSE
195,872,iso.0.8802.1.1.2.1.4.1.1.10.0.2.872,STRING,System metric,FALSE
196,1,iso.0.8802.1.1.2.1.4.1.1.10.0.17.1,STRING,System metric,FALSE
197,3,iso.0.8802.1.1.2.1.4.1.1.10.0.18.3,STRING,System metric,FALSE
198,4,iso.0.8802.1.1.2.1.4.1.1.10.0.18.4,Unknown,System metric,FALSE
199,5,iso.0.8802.1.1.2.1.4.1.1.10.0.18.5,Unknown,System metric,FALSE
200,9,iso.0.8802.1.1.2.1.4.1.1.10.0.18.9,Unknown,System metric,FALSE
201,13,iso.0.8802.1.1.2.1.4.1.1.10.0.18.13,Unknown,System metric,FALSE
202,68,iso.0.8802.1.1.2.1.4.1.1.10.0.18.68,Unknown,System metric,FALSE
203,69,iso.0.8802.1.1.2.1.4.1.1.10.0.18.69,Unknown,System metric,FALSE
204,522,iso.0.8802.1.1.2.1.4.1.1.10.0.30.522,Unknown,System metric,FALSE
205,944,iso.0.8802.1.1.2.1.4.1.1.10.0.30.944,Unknown,System metric,FALSE
206,6,iso.0.8802.1.1.2.1.4.1.1.10.0.43.6,Unknown,System metric,FALSE
207,70,iso.0.8802.1.1.2.1.4.1.1.10.0.43.70,Unknown,System metric,FALSE
208,71,iso.0.8802.1.1.2.1.4.1.1.10.0.43.71,Unknown,System metric,FALSE
209,339,iso.0.8802.1.1.2.1.4.1.1.10.0.43.339,Unknown,System metric,FALSE
210,439,iso.0.8802.1.1.2.1.4.1.1.10.0.43.439,Unknown,System metric,FALSE
211,617,iso.0.8802.1.1.2.1.4.1.1.10.0.43.617,Unknown,System metric,FALSE
212,940,iso.0.8802.1.1.2.1.4.1.1.10.0.43.940,Unknown,System metric,FALSE
213,941,iso.0.8802.1.1.2.1.4.1.1.10.0.43.941,Unknown,System metric,FALSE
214,945,iso.0.8802.1.1.2.1.4.1.1.10.0.43.945,Unknown,System metric,FALSE
215,872,iso.0.8802.1.1.2.1.4.1.1.11.0.2.872,STRING,System metric,FALSE
216,1,iso.0.8802.1.1.2.1.4.1.1.11.0.17.1,STRING,System metric,FALSE
217,3,iso.0.8802.1.1.2.1.4.1.1.11.0.18.3,STRING,System metric,FALSE
218,4,iso.0.8802.1.1.2.1.4.1.1.11.0.18.4,Hex-STRING,System metric,FALSE
219,5,iso.0.8802.1.1.2.1.4.1.1.11.0.18.5,Hex-STRING,System metric,FALSE
220,9,iso.0.8802.1.1.2.1.4.1.1.11.0.18.9,Hex-STRING,System metric,FALSE
221,13,iso.0.8802.1.1.2.1.4.1.1.11.0.18.13,Hex-STRING,System metric,FALSE
222,68,iso.0.8802.1.1.2.1.4.1.1.11.0.18.68,Hex-STRING,System metric,FALSE
223,69,iso.0.8802.1.1.2.1.4.1.1.11.0.18.69,Hex-STRING,System metric,FALSE
224,522,iso.0.8802.1.1.2.1.4.1.1.11.0.30.522,Hex-STRING,System metric,FALSE
225,944,iso.0.8802.1.1.2.1.4.1.1.11.0.30.944,Hex-STRING,System metric,FALSE
226,6,iso.0.8802.1.1.2.1.4.1.1.11.0.43.6,Hex-STRING,System metric,FALSE
227,70,iso.0.8802.1.1.2.1.4.1.1.11.0.43.70,Hex-STRING,System metric,FALSE
228,71,iso.0.8802.1.1.2.1.4.1.1.11.0.43.71,Hex-STRING,System metric,FALSE
229,339,iso.0.8802.1.1.2.1.4.1.1.11.0.43.339,Hex-STRING,System metric,FALSE
230,439,iso.0.8802.1.1.2.1.4.1.1.11.0.43.439,Hex-STRING,System metric,FALSE
231,617,iso.0.8802.1.1.2.1.4.1.1.11.0.43.617,Hex-STRING,System metric,FALSE
232,940,iso.0.8802.1.1.2.1.4.1.1.11.0.43.940,Hex-STRING,System metric,FALSE
233,941,iso.0.8802.1.1.2.1.4.1.1.11.0.43.941,Hex-STRING,System metric,FALSE
234,945,iso.0.8802.1.1.2.1.4.1.1.11.0.43.945,Hex-STRING,System metric,FALSE
235,872,iso.0.8802.1.1.2.1.4.1.1.12.0.2.872,STRING,System metric,FALSE
236,1,iso.0.8802.1.1.2.1.4.1.1.12.0.17.1,STRING,System metric,FALSE
237,3,iso.0.8802.1.1.2.1.4.1.1.12.0.18.3,STRING,System metric,FALSE
238,4,iso.0.8802.1.1.2.1.4.1.1.12.0.18.4,Hex-STRING,System metric,FALSE
239,5,iso.0.8802.1.1.2.1.4.1.1.12.0.18.5,Hex-STRING,System metric,FALSE
240,9,iso.0.8802.1.1.2.1.4.1.1.12.0.18.9,Hex-STRING,System metric,FALSE
241,13,iso.0.8802.1.1.2.1.4.1.1.12.0.18.13,Hex-STRING,System metric,FALSE
242,68,iso.0.8802.1.1.2.1.4.1.1.12.0.18.68,Hex-STRING,System metric,FALSE
243,69,iso.0.8802.1.1.2.1.4.1.1.12.0.18.69,Hex-STRING,System metric,FALSE
244,522,iso.0.8802.1.1.2.1.4.1.1.12.0.30.522,Hex-STRING,System metric,FALSE
245,944,iso.0.8802.1.1.2.1.4.1.1.12.0.30.944,Hex-STRING,System metric,FALSE
246,6,iso.0.8802.1.1.2.1.4.1.1.12.0.43.6,Hex-STRING,System metric,FALSE
247,70,iso.0.8802.1.1.2.1.4.1.1.12.0.43.70,Hex-STRING,System metric,FALSE
248,71,iso.0.8802.1.1.2.1.4.1.1.12.0.43.71,Hex-STRING,System metric,FALSE
249,339,iso.0.8802.1.1.2.1.4.1.1.12.0.43.339,Hex-STRING,System metric,FALSE
250,439,iso.0.8802.1.1.2.1.4.1.1.12.0.43.439,Hex-STRING,System metric,FALSE
251,617,iso.0.8802.1.1.2.1.4.1.1.12.0.43.617,Hex-STRING,System metric,FALSE
252,940,iso.0.8802.1.1.2.1.4.1.1.12.0.43.940,Hex-STRING,System metric,FALSE
253,941,iso.0.8802.1.1.2.1.4.1.1.12.0.43.941,Hex-STRING,System metric,FALSE
254,945,iso.0.8802.1.1.2.1.4.1.1.12.0.43.945,Hex-STRING,System metric,FALSE
255,872,iso.0.8802.1.1.2.1.4.2.1.1.0.2.872,INTEGER,System metric,FALSE
256,1,iso.0.8802.1.1.2.1.4.2.1.1.0.17.1,INTEGER,System metric,FALSE
257,3,iso.0.8802.1.1.2.1.4.2.1.1.0.18.3,INTEGER,System metric,FALSE
258,4,iso.0.8802.1.1.2.1.4.2.1.1.0.18.4,INTEGER,System metric,FALSE
259,5,iso.0.8802.1.1.2.1.4.2.1.1.0.18.5,INTEGER,System metric,FALSE
260,9,iso.0.8802.1.1.2.1.4.2.1.1.0.18.9,INTEGER,System metric,FALSE
261,13,iso.0.8802.1.1.2.1.4.2.1.1.0.18.13,INTEGER,System metric,FALSE
262,68,iso.0.8802.1.1.2.1.4.2.1.1.0.18.68,INTEGER,System metric,FALSE
263,69,iso.0.8802.1.1.2.1.4.2.1.1.0.18.69,INTEGER,System metric,FALSE
264,522,iso.0.8802.1.1.2.1.4.2.1.1.0.30.522,INTEGER,System metric,FALSE
265,944,iso.0.8802.1.1.2.1.4.2.1.1.0.30.944,INTEGER,System metric,FALSE
266,6,iso.0.8802.1.1.2.1.4.2.1.1.0.43.6,INTEGER,System metric,FALSE
267,70,iso.0.8802.1.1.2.1.4.2.1.1.0.43.70,INTEGER,System metric,FALSE
268,71,iso.0.8802.1.1.2.1.4.2.1.1.0.43.71,INTEGER,System metric,FALSE
269,339,iso.0.8802.1.1.2.1.4.2.1.1.0.43.339,INTEGER,System metric,FALSE
270,439,iso.0.8802.1.1.2.1.4.2.1.1.0.43.439,INTEGER,System metric,FALSE
271,617,iso.0.8802.1.1.2.1.4.2.1.1.0.43.617,INTEGER,System metric,FALSE
272,940,iso.0.8802.1.1.2.1.4.2.1.1.0.43.940,INTEGER,System metric,FALSE
273,941,iso.0.8802.1.1.2.1.4.2.1.1.0.43.941,INTEGER,System metric,FALSE
274,945,iso.0.8802.1.1.2.1.4.2.1.1.0.43.945,INTEGER,System metric,FALSE
275,872,iso.0.8802.1.1.2.1.4.2.1.2.0.2.872,STRING,System metric,FALSE
276,1,iso.0.8802.1.1.2.1.4.2.1.2.0.17.1,STRING,System metric,FALSE
277,3,iso.0.8802.1.1.2.1.4.2.1.2.0.18.3,STRING,System metric,FALSE
278,4,iso.0.8802.1.1.2.1.4.2.1.2.0.18.4,STRING,System metric,FALSE
279,5,iso.0.8802.1.1.2.1.4.2.1.2.0.18.5,STRING,System metric,FALSE
280,9,iso.0.8802.1.1.2.1.4.2.1.2.0.18.9,STRING,System metric,FALSE
281,13,iso.0.8802.1.1.2.1.4.2.1.2.0.18.13,STRING,System metric,FALSE
282,68,iso.0.8802.1.1.2.1.4.2.1.2.0.18.68,STRING,System metric,FALSE
283,69,iso.0.8802.1.1.2.1.4.2.1.2.0.18.69,STRING,System metric,FALSE
284,522,iso.0.8802.1.1.2.1.4.2.1.2.0.30.522,STRING,System metric,FALSE
285,944,iso.0.8802.1.1.2.1.4.2.1.2.0.30.944,STRING,System metric,FALSE
286,6,iso.0.8802.1.1.2.1.4.2.1.2.0.43.6,STRING,System metric,FALSE
287,70,iso.0.8802.1.1.2.1.4.2.1.2.0.43.70,STRING,System metric,FALSE
288,71,iso.0.8802.1.1.2.1.4.2.1.2.0.43.71,STRING,System metric,FALSE
289,339,iso.0.8802.1.1.2.1.4.2.1.2.0.43.339,STRING,System metric,FALSE
290,439,iso.0.8802.1.1.2.1.4.2.1.2.0.43.439,STRING,System metric,FALSE
291,617,iso.0.8802.1.1.2.1.4.2.1.2.0.43.617,STRING,System metric,FALSE
292,940,iso.0.8802.1.1.2.1.4.2.1.2.0.43.940,STRING,System metric,FALSE
293,941,iso.0.8802.1.1.2.1.4.2.1.2.0.43.941,STRING,System metric,FALSE
294,945,iso.0.8802.1.1.2.1.4.2.1.2.0.43.945,STRING,System metric,FALSE
295,system_description,iso.3.6.1.2.1.1.1.0,STRING,Full OS/hardware description string,FALSE
296,system_object_id,iso.3.6.1.2.1.1.2.0,OID,Enterprise OID identifying hardware,FALSE
297,system_uptime,iso.3.6.1.2.1.1.3.0,Timeticks,sysUpTime — uptime since reboot,TRUE
